mode,method,metric,n,mean,median,std,min,max,ci95_half_width,note
fixed_replay,Batch Allocation,completion_rate,5,0.9973684210526315,1.0,0.0058843894144731,0.986842105263158,1.0,0.005157894736842078,"descriptive; few seeds, no significance claim"
fixed_replay,Batch Allocation,cycle_time_mean_s,5,71654.25454378946,63033.70673684211,21590.49447712678,51877.07872368421,107706.0742105263,18924.90282092619,"descriptive; few seeds, no significance claim"
fixed_replay,Batch Allocation,waiting_time_mean_s,5,1638.6057836175114,1718.072025,211.21564961479478,1303.8882838709676,1860.9613308755763,185.1386797765797,"descriptive; few seeds, no significance claim"
fixed_replay,Batch Allocation,throughput_cases_per_hour,5,0.05177595628415298,0.0519125683060109,0.00030547376741799813,0.0512295081967213,0.0519125683060109,0.00026775956284152486,"descriptive; few seeds, no significance claim"
fixed_replay,Batch Allocation,resource_occupation_mean,5,0.002826737860629,0.0028624159227592,0.00017523109307142164,0.0025677032933932,0.0030265599352532,0.00015359682526468212,"descriptive; few seeds, no significance claim"
fixed_replay,Batch Allocation,resource_fairness_gini,5,0.4911516573057987,0.4815692945973385,0.015084792365342794,0.4781901539848859,0.5078887167075377,0.013222403492907521,"descriptive; few seeds, no significance claim"
fixed_replay,Batch Allocation,weighted_resource_fairness,5,0.00543914621042134,0.0054029039546023,0.0002082765188845161,0.0051826416063891,0.0056910802221191,0.0001825624181023763,"descriptive; few seeds, no significance claim"
fixed_replay,Batch Allocation,simulation_runtime_seconds,5,8.08197755800138,8.007488333001675,0.40037056650387964,7.602411375002703,8.541847083000903,0.3509402747339679,"descriptive; few seeds, no significance claim"
fixed_replay,Kunkler,completion_rate,5,0.9973684210526315,1.0,0.0058843894144731,0.986842105263158,1.0,0.005157894736842078,"descriptive; few seeds, no significance claim"
fixed_replay,Kunkler,cycle_time_mean_s,5,98957.21257989472,117005.44742105264,40541.66447416923,54889.50338157894,140562.16110526313,35536.335732610416,"descriptive; few seeds, no significance claim"
fixed_replay,Kunkler,waiting_time_mean_s,5,1633.080166368553,1558.6343271889402,329.96168841919143,1351.9974294930876,2202.3759336405533,289.2241719881595,"descriptive; few seeds, no significance claim"
fixed_replay,Kunkler,throughput_cases_per_hour,5,0.05177595628415298,0.0519125683060109,0.00030547376741799813,0.0512295081967213,0.0519125683060109,0.00026775956284152486,"descriptive; few seeds, no significance claim"
fixed_replay,Kunkler,resource_occupation_mean,5,0.0027967357835359205,0.0027169701003086,0.00019100742085701166,0.0026161301542728,0.0030746234766675,0.00016742538627933015,"descriptive; few seeds, no significance claim"
fixed_replay,Kunkler,resource_fairness_gini,5,0.48923013993409326,0.4793787762717135,0.024480143285487418,0.4619314121396947,0.5172697046677879,0.021457791678231683,"descriptive; few seeds, no significance claim"
fixed_replay,Kunkler,weighted_resource_fairness,5,0.005412723814992281,0.0055720267938027,0.00025466582751354873,0.0050580880648333,0.0056051759846755,0.00022322443993168023,"descriptive; few seeds, no significance claim"
fixed_replay,Kunkler,simulation_runtime_seconds,5,7.910440075200313,7.923365916998591,0.7403801994111523,6.935360417002812,9.005511791998288,0.6489718583906491,"descriptive; few seeds, no significance claim"
fixed_replay,ParkSong-Composite,completion_rate,5,1.0,1.0,0.0,1.0,1.0,0.0,"descriptive; few seeds, no significance claim"
fixed_replay,ParkSong-Composite,cycle_time_mean_s,5,104560.76468425526,91965.2326053684,46394.06841721241,52917.87605265789,168062.23996057897,40666.1939675959,"descriptive; few seeds, no significance claim"
fixed_replay,ParkSong-Composite,waiting_time_mean_s,5,4062.8567749340095,4293.529918901382,1362.6059123999894,2098.0291170525343,5737.171312446083,1194.376743094444,"descriptive; few seeds, no significance claim"
fixed_replay,ParkSong-Composite,throughput_cases_per_hour,5,0.051912568306010896,0.0519125683060109,7.757919228897728e-18,0.0519125683060109,0.0519125683060109,6.800116025829083e-18,"descriptive; few seeds, no significance claim"
fixed_replay,ParkSong-Composite,resource_occupation_mean,5,0.00213131317952534,0.0021003340846033,0.00017928184078905616,0.0018688506158383,0.0023203712887067,0.00015714746218916463,"descriptive; few seeds, no significance claim"
fixed_replay,ParkSong-Composite,resource_fairness_gini,5,0.5319482446945804,0.53013132940073,0.03175506122369818,0.4954503002537527,0.580937455384197,0.02783453840613586,"descriptive; few seeds, no significance claim"
fixed_replay,ParkSong-Composite,weighted_resource_fairness,5,0.00491599071331516,0.0048868093961097,0.0002091911251893749,0.004637003217185,0.0052114349674832,0.00018336410587553944,"descriptive; few seeds, no significance claim"
fixed_replay,ParkSong-Composite,simulation_runtime_seconds,5,18.018141541799558,18.40193858299972,5.583147951640129,12.3142962919992,25.7511768330005,4.893844952535966,"descriptive; few seeds, no significance claim"
