mode,method,metric,n,mean,median,std,min,max,ci95_half_width,note
fixed_replay,R-RRA / RoundRobin,completion_rate,5,1.0,1.0,0.0,1.0,1.0,0.0,"descriptive; few seeds, no significance claim"
fixed_replay,R-RRA / RoundRobin,cycle_time_mean_s,5,92292.03200526317,76695.29178947369,27171.479247532312,72621.65432894738,135278.60346052633,23816.851661509176,"descriptive; few seeds, no significance claim"
fixed_replay,R-RRA / RoundRobin,waiting_time_mean_s,5,1724.8820947465435,1642.834047004608,126.44155541940218,1622.3476405529952,1895.1873714285712,110.83090993464735,"descriptive; few seeds, no significance claim"
fixed_replay,R-RRA / RoundRobin,throughput_cases_per_hour,5,0.051912568306010896,0.0519125683060109,7.757919228897728e-18,0.0519125683060109,0.0519125683060109,6.800116025829083e-18,"descriptive; few seeds, no significance claim"
fixed_replay,R-RRA / RoundRobin,resource_occupation_mean,5,0.00210042449506328,0.0016795255374399,0.0010529242456306116,0.0014761121512869,0.0039761905831554,0.0009229287938479914,"descriptive; few seeds, no significance claim"
fixed_replay,R-RRA / RoundRobin,resource_fairness_gini,5,0.5454536173441804,0.5076560153957667,0.11124599720180234,0.4719353517347499,0.7426729597879518,0.09751141589144871,"descriptive; few seeds, no significance claim"
fixed_replay,R-RRA / RoundRobin,weighted_resource_fairness,5,0.005323640814051239,0.0039066565493853,0.0034043356012715266,0.0035751993992719,0.0114038372876738,0.002984031722484975,"descriptive; few seeds, no significance claim"
fixed_replay,R-RRA / RoundRobin,simulation_runtime_seconds,5,8.623290058400016,8.36494274999859,0.9630073482191938,7.404284415999427,9.853168666999409,0.8441131582323718,"descriptive; few seeds, no significance claim"
fixed_replay,R-SHQ / ShortestQueue,completion_rate,5,0.9973684210526315,1.0,0.0058843894144731,0.986842105263158,1.0,0.005157894736842078,"descriptive; few seeds, no significance claim"
fixed_replay,R-SHQ / ShortestQueue,cycle_time_mean_s,5,65184.340367578945,69199.07068,8957.63849196598,53384.10925,73108.90978947368,7851.716325674615,"descriptive; few seeds, no significance claim"
fixed_replay,R-SHQ / ShortestQueue,waiting_time_mean_s,5,1677.3302863439574,1667.8495926267278,66.9468628673039,1599.813935483871,1774.709330875576,58.681512610646024,"descriptive; few seeds, no significance claim"
fixed_replay,R-SHQ / ShortestQueue,throughput_cases_per_hour,5,0.05177595628415298,0.0519125683060109,0.00030547376741799813,0.0512295081967213,0.0519125683060109,0.00026775956284152486,"descriptive; few seeds, no significance claim"
fixed_replay,R-SHQ / ShortestQueue,resource_occupation_mean,5,0.00141579482936602,0.0013803152598388,0.00011602695946860854,0.0012973541482677,0.0015841377391736,0.00010170211408901324,"descriptive; few seeds, no significance claim"
fixed_replay,R-SHQ / ShortestQueue,resource_fairness_gini,5,0.4737707816351038,0.4904653552156231,0.043844366514930365,0.4246641981885411,0.5285263028087807,0.038431281711457536,"descriptive; few seeds, no significance claim"
fixed_replay,R-SHQ / ShortestQueue,weighted_resource_fairness,5,0.00323607456312432,0.0032608357169895,6.963248957171388e-05,0.0031367754770539,0.0033009419162447,6.10355682089598e-05,"descriptive; few seeds, no significance claim"
fixed_replay,R-SHQ / ShortestQueue,simulation_runtime_seconds,5,8.499699008000608,8.246599582998897,0.5160543765724301,8.010366916001658,9.209020375001272,0.45234160511207366,"descriptive; few seeds, no significance claim"
generative,Batch Allocation,completion_rate,3,0.8124708624708625,0.8181818181818182,0.0406863419480381,0.7692307692307693,0.85,0.04604093013304028,"descriptive; few seeds, no significance claim"
generative,Batch Allocation,cycle_time_mean_s,3,13755.680680901942,13455.204480199998,626.1777202666649,13336.37152512121,14475.466037384616,708.58679569875,"descriptive; few seeds, no significance claim"
generative,Batch Allocation,waiting_time_mean_s,3,1843.0865957874646,1690.2995638666666,291.39444411112646,1659.8595921111112,2179.1006313846156,329.7438550659237,"descriptive; few seeds, no significance claim"
generative,Batch Allocation,simulation_runtime_seconds,3,0.3063333333333333,0.33,0.05357549190939205,0.245,0.344,0.06062637636467407,"descriptive; few seeds, no significance claim"
generative,Kunkler,completion_rate,3,0.8174825174825174,0.7948717948717948,0.07385526244123793,0.7575757575757576,0.9,0.08357509707697759,"descriptive; few seeds, no significance claim"
generative,Kunkler,cycle_time_mean_s,3,14169.246654289978,14271.3947008,193.65609634033177,13945.902447615386,14290.442814454545,219.1425027305132,"descriptive; few seeds, no significance claim"
generative,Kunkler,waiting_time_mean_s,3,2956.678688280392,964.4506032000002,3589.672934786743,804.9327877,7100.6526739411765,4062.097324995607,"descriptive; few seeds, no significance claim"
generative,Kunkler,simulation_runtime_seconds,3,0.3116666666666667,0.318,0.025106440076867416,0.284,0.333,0.02841061147607432,"descriptive; few seeds, no significance claim"
generative,ParkSong-Composite,completion_rate,3,0.7972804972804973,0.7948717948717948,0.10153658145030506,0.696969696969697,0.9,0.11489945836053886,"descriptive; few seeds, no significance claim"
generative,ParkSong-Composite,cycle_time_mean_s,3,14816.134816812644,15308.382215820513,935.8954584897507,13736.842657242421,15403.179577375,1059.0654099891153,"descriptive; few seeds, no significance claim"
generative,ParkSong-Composite,waiting_time_mean_s,3,317.2622062519946,303.1367620898437,90.388376162512,234.76817305625,413.8816836098901,102.28407648571734,"descriptive; few seeds, no significance claim"
generative,ParkSong-Composite,simulation_runtime_seconds,3,0.5463333333333333,0.391,0.28742361304063613,0.37,0.878,0.3252504367065136,"descriptive; few seeds, no significance claim"
generative,R-RRA / RoundRobin,completion_rate,3,0.7792735042735043,0.825,0.0980922841442418,0.6666666666666666,0.8461538461538461,0.1110018690459624,"descriptive; few seeds, no significance claim"
generative,R-RRA / RoundRobin,cycle_time_mean_s,3,13459.680962692832,12461.047502564103,1974.6962095059748,12183.758686575,15734.236698939394,2234.5791207269763,"descriptive; few seeds, no significance claim"
generative,R-RRA / RoundRobin,waiting_time_mean_s,3,2656.3207739523805,1231.4587999999999,3294.0783304444117,314.52873150000005,6422.9747903571415,3727.600541195037,"descriptive; few seeds, no significance claim"
generative,R-RRA / RoundRobin,simulation_runtime_seconds,3,0.27199999999999996,0.267,0.016093476939431063,0.259,0.29,0.01821148355662802,"descriptive; few seeds, no significance claim"
generative,R-SHQ / ShortestQueue,completion_rate,3,0.8142385392385393,0.825,0.04070821843182666,0.7692307692307693,0.8484848484848485,0.04606568570489661,"descriptive; few seeds, no significance claim"
generative,R-SHQ / ShortestQueue,cycle_time_mean_s,3,14742.778665007012,14790.603073725,1086.3078644730012,13633.348429538459,15804.384491757577,1229.273070433538,"descriptive; few seeds, no significance claim"
generative,R-SHQ / ShortestQueue,waiting_time_mean_s,3,2540.308947695923,2339.8126965714287,923.5631399061818,1733.4629142222223,3547.651232294118,1045.1100777793622,"descriptive; few seeds, no significance claim"
generative,R-SHQ / ShortestQueue,simulation_runtime_seconds,3,0.332,0.333,0.058506409905240295,0.273,0.39,0.06620623535589377,"descriptive; few seeds, no significance claim"
