Method,Mean cycle time,Mean waiting time,Throughput,Utilization,Fairness,Weighted fairness,Completion rate
ParkSong-Composite,107443.13326666669,5217.245827458256,0.0512295081967213,0.0016041948668351,0.5799623488452377,0.0046322238381336,0.986842105263158
