Method,Fixed-route completion,Mean cycle time,Mean waiting time,Horizon-normalized throughput,Horizon-normalized occupation,Fairness,Weighted fairness
Batch,0.9973684210526315,71654.25454378946,1638.6057836175114,0.05177595628415298,0.002826737860629,0.4911516573057986,0.005439146210421341
Kunkler-Rinderle-Ma,1.0,109974.81193947369,1662.303049953917,0.051912568306010896,0.00277815379644746,0.48905975165226695,0.00542673997230704
ParkSong-Composite,0.9289473684210527,87385.57447838073,2778.7724687273417,0.048224043715846966,0.0017188406205664599,0.5163757673017486,0.004084277618845019
RoundRobin,0.9973684210526315,85834.09570684211,1664.2210461164796,0.05177595628415298,0.00203876549014244,0.5195864312915688,0.00500328542920604
ShortestQueue,0.9973684210526315,65184.340367578945,1677.3302863439578,0.05177595628415298,0.00141579482936602,0.4737707816351038,0.00323607456312432
