Method,Fixed-route completion,Mean cycle time,Mean waiting time,Horizon-normalized throughput,Horizon-normalized occupation,Fairness,Weighted fairness
Batch,1.0,7478.212171024024,0.0747770149812734,2.9090909090909087,0.16321229586245273,0.37037678945203506,0.28861355952254447
Kunkler-Rinderle-Ma,1.0,7405.83862517407,3.9151167005442793,2.9090909090909087,0.15945064881832458,0.36555019767945146,0.27987679303018004
ParkSong-Composite,0.990990990990991,7396.99938569604,0.0,2.878787878787879,0.1558215022577697,0.3442947354426222,0.28498518961067837
RoundRobin,0.990990990990991,7524.6226895274585,0.0,2.878787878787879,0.07950383496695347,0.38000932720715924,0.0998526397739926
ShortestQueue,0.9704877291084189,7418.151099999999,0.0,2.818181818181818,0.0764147896269796,0.3589320204592208,0.11115846801901207
