n_events,cases_admitted,cases_observed,cases_completed,cases_incomplete,cases_deadlocked,cases_cyclic,cases_censored,cases_active,completed_case_ids,deadlocked_case_ids,cyclic_case_ids,censored_case_ids,active_case_ids,completion_rate,tasks_assigned,cycle_time_mean_s,cycle_time_median_s,cycle_time_std_s,cycle_time_p90_s,cycle_time_p95_s,waiting_time_mean_s,waiting_time_median_s,waiting_time_p90_s,waiting_time_p95_s,throughput_cases_per_hour,resource_occupation_mean,resource_occupation_median,resource_fairness_gini,weighted_resource_fairness,weighted_resource_fairness_status,weighted_fairness_resource_count,active_cases_remaining,waiting_queue_remaining,drain_stopped_by_limit,run_window_seconds,throughput_denominator,strategy,seed,simulation_start,simulation_end,drain_until,diagnostic_cycle_guard,cycle_repetition_limit,engine_initialization_seconds,simulation_runtime_seconds
2858,76,76,76,0,0,0,0,0,0;1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;39;4;40;41;42;43;44;45;46;47;48;49;5;50;51;52;53;54;55;56;57;58;59;6;60;61;62;63;64;65;66;67;68;69;7;70;71;72;73;74;75;8;9,,,,,1.0,2807,98416.77821061842,55929.509999999995,118095.68182994668,227779.4385005,263403.98425,3319.982964061751,48.605,4500.575200000003,31099.7794,0.0519125683060109,0.0018726021807326,0.0013591718844869,0.4629952459340873,0.0042471635640985,computed,149,0,0,0,5270400.0,arrival_plus_drain_horizon,ParkSong-Composite,2,2016-09-16T15:07:00+00:00,2016-09-17T15:07:00+00:00,2016-11-16T15:07:00+00:00,0,50,17.464901749999626,15.03614079199906
2775,76,76,76,0,0,0,0,0,0;1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;39;4;40;41;42;43;44;45;46;47;48;49;5;50;51;52;53;54;55;56;57;58;59;6;60;61;62;63;64;65;66;67;68;69;7;70;71;72;73;74;75;8;9,,,,,1.0,2728,68691.80697371053,60038.0835,51462.54623833656,148904.649,167795.19875,3153.7129511539174,27.434,5100.546600000001,28442.487399999944,0.05191256830601093,0.0017608985595820152,0.0010854724499089253,0.4751061291905817,0.00396712532835621,computed,149,0,0,0,5270400.0,arrival_plus_drain_horizon,ParkSong-Composite,5,2016-09-16T15:07:00+00:00,2016-09-17T15:07:00+00:00,2016-11-16T15:07:00+00:00,0,50,17.334201290999772,16.062015041999985
