model,training_mode,training_dataset_mode,bpmn_model,train_events,train_cases,feature_columns,reference_validation_model
PredictiveML_BPMNReplay_with_ProbabilityFallback_FULL,full_log,bpmn_replay,models/v4_replay.bpmn,1202267,31509,"case:ApplicationType, case:LoanGoal, case:RequestedAmount, CreditScore, EventOrigin, org:resource",final_predictive_model_0_7.pkl
