model,training_dataset_mode,bpmn_model,train_ratio,train_events,test_events,train_cases,test_cases,feature_columns,accuracy,macro_f1,weighted_f1,n_samples
PredictiveML_BPMNReplay_with_ProbabilityFallback,bpmn_replay,models/v4_replay.bpmn,0.8,961208,241059,25207,6302,"case:ApplicationType, case:LoanGoal, case:RequestedAmount, CreditScore, EventOrigin, org:resource",1.0,1.0,1.0,8784
