fixed_route_historical_arrivals_scheduled,fixed_route_cases_admitted,immediate_allocation_calls,global_strategy_calls,waiting_tasks_seen,waiting_queue_size_sum,waiting_queue_size_samples,max_queue_size,active_prediction_count_sum,active_reservation_count_sum,allocation_call_samples,resource_build_calls,permission_cache_misses,resource_objects_created,_build_resources_calls,_build_resources_time_seconds,task_cache_misses,task_cache_created,task_cache_max_size,_build_tasks_calls,_build_tasks_time_seconds,tasks_converted_sum,resources_converted_sum,allocation_strategy_calls,allocation_strategy_time_seconds,strategy_assignments,resources_allocated,_allocate_enabled_events_calls,_allocate_enabled_events_time_seconds,visible_activity_processing_starts,processing_time_resampling_attempts,processing_time_global_fallback_hits,processing_time_source_activity_A_Create_Application_global_fallback,final_positive_duration_count,task_cache_removed,resources_released,branch_predictions,branch_prediction_calls,branch_prediction_time_seconds,processing_time_source_activity_A_Submitted_global_fallback,unique_predictions_executed,branch_predictions_executed,prediction_execution_matches,permission_cache_hits,processing_time_source_activity_A_Concept_global_fallback,prediction_execution_mismatches,processing_time_source_activity_A_Accepted_global_fallback,processing_time_source_activity_O_Create_Offer_global_fallback,processing_time_source_activity_O_Created_global_fallback,suspended_events,waiting_retry_no_future_availability,waiting_retry_after_resource_release,task_cache_hits,processing_time_source_activity_O_Cancelled_global_fallback,fixed_route_bpmn_fire_failures,processing_time_source_activity_O_Sent__mail_and_online_global_fallback,processing_time_model_hits,processing_time_source_activity_W_Complete_application_exact_model,processing_time_source_activity_A_Complete_global_fallback,processing_time_source_activity_A_Validating_global_fallback,processing_time_source_activity_O_Returned_global_fallback,processing_time_source_activity_A_Incomplete_global_fallback,processing_time_activity_fallback_hits,processing_time_source_activity_W_Handle_leads_learned_activity_fallback,processing_time_source_activity_A_Cancelled_global_fallback,processing_time_source_activity_W_Handle_leads_exact_model,fixed_route_prediction_global_candidate_fallbacks,processing_time_source_activity_W_Call_after_offers_learned_activity_fallback,processing_time_source_activity_O_Accepted_global_fallback,processing_time_source_activity_A_Pending_global_fallback,fixed_route_cases_completed,processing_time_source_activity_W_Validate_application_learned_activity_fallback,waiting_retry_events_scheduled,waiting_retry_scheduled_reason_allocation_failure,waiting_retry_duplicate_suppressed,processing_time_source_activity_W_Complete_application_learned_activity_fallback,waiting_retry_events_processed,waiting_retry_scheduled_reason_post_retry_unassigned,processing_time_source_activity_A_Denied_global_fallback,processing_time_source_activity_O_Refused_global_fallback,processing_time_source_activity_O_Sent__online_only_global_fallback,processing_time_source_activity_W_Call_incomplete_files_exact_model,processing_time_source_activity_W_Validate_application_exact_model,processing_time_source_activity_W_Assess_potential_fraud_learned_activity_fallback,processing_time_source_activity_W_Call_incomplete_files_learned_activity_fallback,reservations_active_after_cleanup,cases_censored,branch_prediction_source_CompositeBranchingEngine,branch_prediction_source_BPMNDeterministic,diagnostic_cycle_guard_enabled,cycle_repetition_limit,cycle_repetition_limit_hits,cycle_candidate_filtered,cycle_guard_filter_events,empirical_successor_candidates_filtered,empirical_successor_filter_events,fixed_route_no_route_available,fixed_route_arrivals_skipped_after_routes_exhausted,waiting_retry_after_reservation_change,event_queue_empty_with_waiting_tasks,feasible_waiting_tasks_at_drain_end,infeasible_waiting_tasks_at_drain_end,park_song_predictions_consumed,duplicate_assignment_errors,reservation_decisions,reservations_created,reservations_used,reservations_expired,reservations_cancelled,reservations_overwritten,reservations_rejected_existing_kept,reservations_unresolved_at_horizon,park_song_prediction_reuse_count,stale_predictions,unresolved_reservations,unresolved_predictions,unequal_resource_load_comparisons,equal_resource_load_ties,resource_load_unequal_decisions,resource_load_tie_break_decisions,resource_load_assignment_decisions,processing_time_empirical_activity_fallback_hits,processing_time_category_fallback_hits,processing_time_emergency_guard_hits,processing_time_missing_model_count,processing_time_invalid_value_count,processing_time_cached_duration_uses,processing_model_loaded,processing_model_retrained,processing_model_load_error,processing_model_artifact_path,minimum_visible_duration_applications,zero_duration_silent_transitions,final_zero_visible_duration_count,minimum_visible_duration_application_rate,processing_time_data_backed_coverage_rate,processing_time_exact_model_coverage_rate,processing_time_any_non_emergency_coverage_rate,final_processing_duration_min,final_processing_duration_median,final_processing_duration_mean,final_processing_duration_max,waiting_queue_size_mean,tasks_converted_per_call_mean,resources_converted_per_call_mean,active_prediction_count_mean,reservation_count_mean,strategy,seed,events_processed,drain_until,diagnostic_cycle_guard,engine_initialization_seconds,simulation_runtime_seconds,processing_time_source_activity_W_Call_after_offers_exact_model,processing_time_source_activity_W_Validate_application_empirical_activity_fallback,last_resource_load_candidate_count,last_min_candidate_resource_load,last_selected_resource_load,global_assignment_calls,global_assignment_resources_total,global_assignment_candidates_total,global_assignment_feasible_pairs_total,reservation_margin_filtered,kunkler_calls,kunkler_scoring_decisions,kunkler_candidate_resources_total,kunkler_candidate_tasks_total,kunkler_assignments,kunkler_idle_decisions,kunkler_invalid_decisions_filtered,kunkler_fallback_count,kunkler_sequential_repair_decisions,kunkler_tie_count,kunkler_selected_score_sum,kunkler_selected_score_min,kunkler_selected_score_max,kunkler_selected_score_count,kunkler_selected_score_mean,batch_calls,batches_executed,batch_assignments,batch_unassigned_tasks,batch_size_sum,batch_size_max,batch_average_size
76,76,1079,1574,3731,3731,1574,28,9668,0,1574,1574,24,42290,1574,0.0490425949701602,1079,1079,28,1574,0.0063399989830941,3731,42290,1574,0.040740838036072,1079,1079,1574,0.1104279749743,1079,1079,983,76,1079,1079,1079,1004,1004,4.056507455003157,47,1003,1003,554,14745,76,449,76,96,96,169,349,485,2652,46,312,90,48,39,76,80,51,47,48,5.0,31,5,6,3.0,34,34,75,25,11,5,293,12,11,6,10,14,3,1.0,3,1,2.0,0,1,562,442,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,joao/models/process_time/final_process_time_coverage_v2.pkl,0,0,0,0.0,0.0889712696941612,0.0444856348470806,1.0,1.0,606.228,837.9677062094532,6137.0,2.3703939008894537,2.3703939008894537,26.867852604828464,6.142312579415502,0.0,RoundRobin,1,2327,2016-11-16T15:07:00+00:00,0,21.115277208999032,11.432601624999734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,76,1085,1613,2619,2619,1613,23,13763,0,1613,1613,24,44885,1613,0.0445429780411359,1085,1085,23,1613,0.0044401909817679,2619,44885,1613,0.0393915609874966,1085,1085,1613,0.100662856029885,1085,1086,987,76,1085,1085,1085,1009,1009,3.8599575720036223,47,1009,1009,559,11894,76,450,76,96,96,140,420,514,1534,47,315,90,54,41,76,81,51,47,44,4.0,31,6,8,2.0,35,35,76,26,15,9,208,10,15,6,10,14,3,3.0,3,1,1.0,0,0,565,444,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,joao/models/process_time/final_process_time_coverage_v2.pkl,0,0,0,0.0,0.0903225806451612,0.0497695852534562,1.0,2.0,639.237,1663.2177576036866,873666.0,1.6236825790452574,1.6236825790452574,27.82703037817731,8.532548047117173,0.0,RoundRobin,2,2310,2016-11-16T15:07:00+00:00,0,20.954721708998477,7.519047625000894,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,76,1085,1752,4175,4175,1752,28,7204,0,1752,1752,24,49233,1752,0.0430012369397445,1085,1085,28,1752,0.0052038340199942,4175,49233,1752,0.0416864359904138,1085,1085,1752,0.1024675040043803,1085,1085,987,76,1085,1085,1085,1009,1009,3.749114046011527,47,1009,1009,563,15669,76,446,76,96,96,154,562,657,3090,47,315,90,46,39,76,81,51,47,52,5.0,31,5,8,3.0,35,35,76,28,11,4,235,12,11,7,10,14,3,1.0,1,1,3.0,0,0,565,444,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,joao/models/process_time/final_process_time_coverage_v2.pkl,0,0,0,0.0,0.0903225806451612,0.0423963133640553,1.0,1.0,631.384,834.778203686636,9525.0,2.3829908675799087,2.3829908675799087,28.101027397260275,4.1118721461187215,0.0,RoundRobin,3,2324,2016-11-16T15:07:00+00:00,0,21.656069417000253,10.241763083999103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,76,1085,1521,2655,2655,1521,24,11491,0,1521,1521,24,44523,1521,0.0494687849713955,1085,1085,24,1521,0.0054369570243579,2655,44523,1521,0.0404586679615022,1085,1085,1521,0.1090650730129709,1085,1086,987,76,1085,1085,1085,1009,1009,4.0254192629927275,47,1009,1009,564,11795,76,445,76,96,96,155,305,424,1570,47,315,90,60,43,76,81,51,47,38,2.0,31,8,8,2.0,35,35,76,23,13,7,243,8,13,6,10,14,3,2.0,6,1,2.0,0,0,565,444,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,joao/models/process_time/final_process_time_coverage_v2.pkl,0,0,0,0.0,0.0903225806451612,0.0552995391705069,1.0,2.784,610.0,830.5093004608295,5237.0,1.7455621301775148,1.7455621301775148,29.272189349112427,7.554898093359632,0.0,RoundRobin,4,2325,2016-11-16T15:07:00+00:00,0,21.98971020800127,9.229394167001374,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,76,1085,1772,4555,4555,1772,27,9330,0,1772,1772,24,47934,1772,0.0438402779745956,1085,1085,27,1772,0.0052047310091438,4555,47934,1772,0.0432886380021955,1085,1085,1772,0.1051698029768886,1085,1086,987,76,1085,1085,1085,1009,1009,3.836647213011019,47,1009,1009,560,17600,76,449,76,96,96,183,551,675,3470,47,315,90,52,42,76,81,51,47,45,4.0,31,6,8,3.0,35,35,76,24,12,5,294,9,12,7,10,14,3,,4,1,4.0,0,0,565,444,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,joao/models/process_time/final_process_time_coverage_v2.pkl,0,0,0,0.0,0.0903225806451612,0.0479262672811059,1.0,2.756,603.734,1796.2384156682028,1037015.0,2.5705417607223477,2.5705417607223477,27.05079006772009,5.265237020316027,0.0,RoundRobin,5,2353,2016-11-16T15:07:00+00:00,0,20.98620983299952,12.026429249999635,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,76,1077,1593,4483,4483,1593,28,6895,0,1593,1593,24,45041,1593,0.0542498560189415,1077,1077,28,1593,0.0072415130562148,4483,45041,1593,0.0838532440011476,1077,1077,1593,0.1608183310017921,1077,1078,981,76,1077,1077,1077,1002,1002,4.424647549982183,47,1001,1001,553,15380,76,448,76,96,96,142,412,505,3406,46,308,90,55,41,76,80,50,46,40,4.0,31,6,8,2.0,34,34,75,23,12,7,214,10,12,5,10,14,3,4.0,3,1,,0,1,564,438,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,890,187,890,42,1077,1,0,0,0,0,0,1,0,,joao/models/process_time/final_process_time_coverage_v2.pkl,0,0,0,0.0,0.0891364902506963,0.0510677808727948,1.0,2.899,628.05,860.4859693593314,5261.242,2.8141870684243564,2.8141870684243564,28.274325172630256,4.328311362209667,0.0,ShortestQueue,1,2296,2016-11-16T15:07:00+00:00,0,21.38121775000036,11.051371707999351,1.0,1.0,2.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,76,1085,1462,2789,2789,1462,22,9767,0,1462,1462,24,39323,1462,0.0516979510193778,1085,1085,22,1462,0.0061039269912726,2789,39323,1462,0.0547342260069854,1085,1085,1462,0.1271225639666227,1085,1085,987,76,1085,1085,1085,1009,1009,4.484574424055609,47,1009,1009,560,11624,76,449,76,96,96,151,239,367,1704,47,315,90,48,36,76,81,51,47,50,4.0,31,6,8,2.0,35,35,76,24,10,5,257,15,10,5,10,14,3,,5,1,4.0,0,0,565,444,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,877,208,877,47,1085,0,0,0,0,0,0,1,0,,joao/models/process_time/final_process_time_coverage_v2.pkl,0,0,0,0.0,0.0903225806451612,0.0442396313364055,1.0,2.0,619.388,819.4001686635945,6141.0,1.9076607387140905,1.9076607387140905,26.89671682626539,6.680574555403557,0.0,ShortestQueue,2,2321,2016-11-16T15:07:00+00:00,0,21.97101825000027,10.856514458000674,1.0,,116.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,76,1085,1688,4122,4122,1688,29,10779,0,1688,1688,24,47558,1688,0.0555302040138485,1085,1085,29,1688,0.006677460969513,4122,47558,1688,0.0721723580300022,1085,1085,1688,0.1502072459716146,1085,1086,987,76,1085,1085,1085,1009,1009,4.3784592560368765,47,1009,1009,561,16593,76,448,76,96,96,160,490,592,3037,47,315,90,57,45,76,81,51,47,40,5.0,31,5,8,3.0,35,35,76,24,12,6,250,6,12,6,10,14,3,3.0,4,1,1.0,0,0,565,444,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,878,207,878,53,1085,1,0,0,0,0,0,1,0,,joao/models/process_time/final_process_time_coverage_v2.pkl,0,0,0,0.0,0.0903225806451612,0.0525345622119815,1.0,2.821,589.068,799.0941465437788,5686.0,2.441943127962085,2.441943127962085,28.174170616113745,6.385663507109005,0.0,ShortestQueue,3,2330,2016-11-16T15:07:00+00:00,0,22.462397958999645,11.731850957999995,,1.0,109.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,76,1085,1675,4813,4813,1675,26,10448,0,1675,1675,24,49268,1675,0.0591932859697408,1085,1085,26,1675,0.0075167549839534,4813,49268,1675,0.0985053999611409,1085,1085,1675,0.1821935929692699,1085,1086,987,76,1085,1085,1085,1009,1009,4.781347909991382,47,1009,1009,562,16291,76,447,76,96,96,163,474,579,3728,47,315,90,53,36,76,81,51,47,45,3.0,31,7,8,3.0,35,35,76,22,11,5,256,15,11,6,10,14,3,3.0,7,1,1.0,0,0,565,444,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,220,865,52,1085,0,0,0,0,0,0,1,0,,joao/models/process_time/final_process_time_coverage_v2.pkl,0,0,0,0.0,0.0903225806451612,0.0488479262672811,1.0,2.811,602.0,811.2925705069124,5117.948,2.8734328358208954,2.8734328358208954,29.413731343283583,6.237611940298508,0.0,ShortestQueue,4,2333,2016-11-16T15:07:00+00:00,0,22.602046207999592,11.683392040999024,,,107.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,76,1085,1730,4060,4060,1730,28,8396,0,1730,1730,24,49372,1730,0.0550378010284475,1085,1085,28,1730,0.0058688199951575,4060,49372,1730,0.0861300700180436,1085,1085,1730,0.1614313279806083,1085,1085,987,76,1085,1085,1085,1009,1009,4.165759020992482,47,1009,1009,556,15371,76,453,76,96,96,161,525,635,2975,47,315,90,57,42,76,81,51,47,41,2.0,31,8,8,2.0,35,35,76,24,10,4,259,9,10,6,10,14,3,1.0,5,1,3.0,0,0,565,444,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864,221,864,67,1085,0,0,0,0,0,0,1,0,,joao/models/process_time/final_process_time_coverage_v2.pkl,0,0,0,0.0,0.0903225806451612,0.0525345622119815,1.0,2.756,603.571,831.8524792626728,7485.0,2.346820809248555,2.346820809248555,28.538728323699424,4.853179190751445,0.0,ShortestQueue,5,2331,2016-11-16T15:07:00+00:00,0,22.154294040999957,11.742913792000763,1.0,,108.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
