Method,Mean cycle time,Mean waiting time,Throughput,Utilization,Fairness,Weighted fairness,Completion rate
ParkSong-Composite,89281.63466755052,3800.225670445876,0.0515710382513661,0.0019110227302854502,0.5866870134297921,0.00512997839028175,0.993421052631579
