strategy,n_events_mean,n_events_std,n_events_median,n_events_min,n_events_max,cases_admitted_mean,cases_admitted_std,cases_admitted_median,cases_admitted_min,cases_admitted_max,cases_observed_mean,cases_observed_std,cases_observed_median,cases_observed_min,cases_observed_max,cases_completed_mean,cases_completed_std,cases_completed_median,cases_completed_min,cases_completed_max,cases_incomplete_mean,cases_incomplete_std,cases_incomplete_median,cases_incomplete_min,cases_incomplete_max,cases_deadlocked_mean,cases_deadlocked_std,cases_deadlocked_median,cases_deadlocked_min,cases_deadlocked_max,cases_cyclic_mean,cases_cyclic_std,cases_cyclic_median,cases_cyclic_min,cases_cyclic_max,cases_censored_mean,cases_censored_std,cases_censored_median,cases_censored_min,cases_censored_max,cases_active_mean,cases_active_std,cases_active_median,cases_active_min,cases_active_max,deadlocked_case_ids_mean,deadlocked_case_ids_std,deadlocked_case_ids_median,deadlocked_case_ids_min,deadlocked_case_ids_max,cyclic_case_ids_mean,cyclic_case_ids_std,cyclic_case_ids_median,cyclic_case_ids_min,cyclic_case_ids_max,censored_case_ids_mean,censored_case_ids_std,censored_case_ids_median,censored_case_ids_min,censored_case_ids_max,active_case_ids_mean,active_case_ids_std,active_case_ids_median,active_case_ids_min,active_case_ids_max,completion_rate_mean,completion_rate_std,completion_rate_median,completion_rate_min,completion_rate_max,tasks_assigned_mean,tasks_assigned_std,tasks_assigned_median,tasks_assigned_min,tasks_assigned_max,cycle_time_mean_s_mean,cycle_time_mean_s_std,cycle_time_mean_s_median,cycle_time_mean_s_min,cycle_time_mean_s_max,cycle_time_median_s_mean,cycle_time_median_s_std,cycle_time_median_s_median,cycle_time_median_s_min,cycle_time_median_s_max,cycle_time_std_s_mean,cycle_time_std_s_std,cycle_time_std_s_median,cycle_time_std_s_min,cycle_time_std_s_max,cycle_time_p90_s_mean,cycle_time_p90_s_std,cycle_time_p90_s_median,cycle_time_p90_s_min,cycle_time_p90_s_max,cycle_time_p95_s_mean,cycle_time_p95_s_std,cycle_time_p95_s_median,cycle_time_p95_s_min,cycle_time_p95_s_max,waiting_time_mean_s_mean,waiting_time_mean_s_std,waiting_time_mean_s_median,waiting_time_mean_s_min,waiting_time_mean_s_max,waiting_time_median_s_mean,waiting_time_median_s_std,waiting_time_median_s_median,waiting_time_median_s_min,waiting_time_median_s_max,waiting_time_p90_s_mean,waiting_time_p90_s_std,waiting_time_p90_s_median,waiting_time_p90_s_min,waiting_time_p90_s_max,waiting_time_p95_s_mean,waiting_time_p95_s_std,waiting_time_p95_s_median,waiting_time_p95_s_min,waiting_time_p95_s_max,throughput_cases_per_hour_mean,throughput_cases_per_hour_std,throughput_cases_per_hour_median,throughput_cases_per_hour_min,throughput_cases_per_hour_max,resource_occupation_mean_mean,resource_occupation_mean_std,resource_occupation_mean_median,resource_occupation_mean_min,resource_occupation_mean_max,resource_occupation_median_mean,resource_occupation_median_std,resource_occupation_median_median,resource_occupation_median_min,resource_occupation_median_max,resource_fairness_gini_mean,resource_fairness_gini_std,resource_fairness_gini_median,resource_fairness_gini_min,resource_fairness_gini_max,weighted_resource_fairness_mean,weighted_resource_fairness_std,weighted_resource_fairness_median,weighted_resource_fairness_min,weighted_resource_fairness_max,weighted_fairness_resource_count_mean,weighted_fairness_resource_count_std,weighted_fairness_resource_count_median,weighted_fairness_resource_count_min,weighted_fairness_resource_count_max,active_cases_remaining_mean,active_cases_remaining_std,active_cases_remaining_median,active_cases_remaining_min,active_cases_remaining_max,waiting_queue_remaining_mean,waiting_queue_remaining_std,waiting_queue_remaining_median,waiting_queue_remaining_min,waiting_queue_remaining_max,drain_stopped_by_limit_mean,drain_stopped_by_limit_std,drain_stopped_by_limit_median,drain_stopped_by_limit_min,drain_stopped_by_limit_max,run_window_seconds_mean,run_window_seconds_std,run_window_seconds_median,run_window_seconds_min,run_window_seconds_max,diagnostic_cycle_guard_mean,diagnostic_cycle_guard_std,diagnostic_cycle_guard_median,diagnostic_cycle_guard_min,diagnostic_cycle_guard_max,cycle_repetition_limit_mean,cycle_repetition_limit_std,cycle_repetition_limit_median,cycle_repetition_limit_min,cycle_repetition_limit_max,engine_initialization_seconds_mean,engine_initialization_seconds_std,engine_initialization_seconds_median,engine_initialization_seconds_min,engine_initialization_seconds_max,simulation_runtime_seconds_mean,simulation_runtime_seconds_std,simulation_runtime_seconds_median,simulation_runtime_seconds_min,simulation_runtime_seconds_max,cycle_time_mean_s_ci95_half_width,waiting_time_mean_s_ci95_half_width,throughput_cases_per_hour_ci95_half_width,resource_occupation_mean_ci95_half_width,resource_fairness_gini_ci95_half_width,weighted_resource_fairness_ci95_half_width
ParkSong-Composite,2915.2,79.01708675976357,2960.0,2823,2988,76.0,0.0,76.0,76,76,76.0,0.0,76.0,76,76,75.8,0.44721359549995715,76.0,75,76,0.2,0.4472135954999579,0.0,0,1,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.2,0.4472135954999579,0.0,0,1,0.0,0.0,0.0,0,0,,,,,,,,,,,19.0,,19.0,19.0,19.0,,,,,,0.9973684210526315,0.005884389414473093,1.0,0.986842105263158,1.0,2860.2,76.60417743178243,2904.0,2772,2930,121867.77537011579,33333.41740765405,127409.66263999998,88033.68876321054,171641.93861842103,59236.09819999999,3470.6689778298983,58388.692,56171.5605,64998.807,219873.6133784366,122253.79708683299,215211.25118866964,80673.2152677867,386534.7133551692,312000.75714,253915.22714293667,216711.9515,169770.87449999998,764412.2415,388060.23126,257292.14458173967,239074.494,211182.9355,820349.5025,5056.25431005706,1897.5960270182793,4482.572363133641,3906.963949308756,8414.805793548387,78.6911,37.89468194945038,82.892,27.428,114.497,5478.750500000002,1991.1315895476978,5686.827400000001,2228.0042000000008,7636.715600000001,35297.06579999986,5930.898814478913,36519.30399999999,25018.23359999985,39468.262599999485,0.05177595628415298,0.00030547376741799857,0.0519125683060109,0.0512295081967213,0.0519125683060109,0.0017148912537459,7.730671298208442e-05,0.0017278922275114,0.0016021668395399,0.0018075798740295,0.00105709847449902,0.00010471935131435955,0.001045033868397,0.0009229386763812,0.001194534570431,0.5351387340204584,0.015327728737836976,0.5284431539229081,0.5223007914609954,0.560961704665825,0.0043957373049967,0.000287979835497606,0.0042788498942817,0.0041347602446381,0.0048547740208382,149.0,0.0,149.0,149,149,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.2,0.4472135954999579,0.0,0,1,5270400.0,0.0,5270400.0,5270400.0,5270400.0,0.0,0.0,0.0,0,0,50.0,0.0,50.0,50,50,17.369992308199926,0.22615405380657022,17.346449582999867,17.121879457999967,17.73410795799964,16.132522883399997,4.168502710694041,16.97134487500034,9.688011791999998,20.48659749999979,29218.028600388596,1663.3162544165887,0.00026775956284152524,6.776232161524243e-05,0.013435346612204368,0.00025242545542216674
