strategy,n_events_mean,n_events_std,n_events_median,n_events_min,n_events_max,cases_admitted_mean,cases_admitted_std,cases_admitted_median,cases_admitted_min,cases_admitted_max,cases_observed_mean,cases_observed_std,cases_observed_median,cases_observed_min,cases_observed_max,cases_completed_mean,cases_completed_std,cases_completed_median,cases_completed_min,cases_completed_max,cases_incomplete_mean,cases_incomplete_std,cases_incomplete_median,cases_incomplete_min,cases_incomplete_max,cases_deadlocked_mean,cases_deadlocked_std,cases_deadlocked_median,cases_deadlocked_min,cases_deadlocked_max,cases_cyclic_mean,cases_cyclic_std,cases_cyclic_median,cases_cyclic_min,cases_cyclic_max,cases_censored_mean,cases_censored_std,cases_censored_median,cases_censored_min,cases_censored_max,cases_active_mean,cases_active_std,cases_active_median,cases_active_min,cases_active_max,deadlocked_case_ids_mean,deadlocked_case_ids_std,deadlocked_case_ids_median,deadlocked_case_ids_min,deadlocked_case_ids_max,cyclic_case_ids_mean,cyclic_case_ids_std,cyclic_case_ids_median,cyclic_case_ids_min,cyclic_case_ids_max,active_case_ids_mean,active_case_ids_std,active_case_ids_median,active_case_ids_min,active_case_ids_max,completion_rate_mean,completion_rate_std,completion_rate_median,completion_rate_min,completion_rate_max,tasks_assigned_mean,tasks_assigned_std,tasks_assigned_median,tasks_assigned_min,tasks_assigned_max,cycle_time_mean_s_mean,cycle_time_mean_s_std,cycle_time_mean_s_median,cycle_time_mean_s_min,cycle_time_mean_s_max,cycle_time_median_s_mean,cycle_time_median_s_std,cycle_time_median_s_median,cycle_time_median_s_min,cycle_time_median_s_max,cycle_time_std_s_mean,cycle_time_std_s_std,cycle_time_std_s_median,cycle_time_std_s_min,cycle_time_std_s_max,cycle_time_p90_s_mean,cycle_time_p90_s_std,cycle_time_p90_s_median,cycle_time_p90_s_min,cycle_time_p90_s_max,cycle_time_p95_s_mean,cycle_time_p95_s_std,cycle_time_p95_s_median,cycle_time_p95_s_min,cycle_time_p95_s_max,waiting_time_mean_s_mean,waiting_time_mean_s_std,waiting_time_mean_s_median,waiting_time_mean_s_min,waiting_time_mean_s_max,waiting_time_median_s_mean,waiting_time_median_s_std,waiting_time_median_s_median,waiting_time_median_s_min,waiting_time_median_s_max,waiting_time_p90_s_mean,waiting_time_p90_s_std,waiting_time_p90_s_median,waiting_time_p90_s_min,waiting_time_p90_s_max,waiting_time_p95_s_mean,waiting_time_p95_s_std,waiting_time_p95_s_median,waiting_time_p95_s_min,waiting_time_p95_s_max,throughput_cases_per_hour_mean,throughput_cases_per_hour_std,throughput_cases_per_hour_median,throughput_cases_per_hour_min,throughput_cases_per_hour_max,resource_occupation_mean_mean,resource_occupation_mean_std,resource_occupation_mean_median,resource_occupation_mean_min,resource_occupation_mean_max,resource_occupation_median_mean,resource_occupation_median_std,resource_occupation_median_median,resource_occupation_median_min,resource_occupation_median_max,resource_fairness_gini_mean,resource_fairness_gini_std,resource_fairness_gini_median,resource_fairness_gini_min,resource_fairness_gini_max,weighted_resource_fairness_mean,weighted_resource_fairness_std,weighted_resource_fairness_median,weighted_resource_fairness_min,weighted_resource_fairness_max,weighted_fairness_resource_count_mean,weighted_fairness_resource_count_std,weighted_fairness_resource_count_median,weighted_fairness_resource_count_min,weighted_fairness_resource_count_max,active_cases_remaining_mean,active_cases_remaining_std,active_cases_remaining_median,active_cases_remaining_min,active_cases_remaining_max,waiting_queue_remaining_mean,waiting_queue_remaining_std,waiting_queue_remaining_median,waiting_queue_remaining_min,waiting_queue_remaining_max,drain_stopped_by_limit_mean,drain_stopped_by_limit_std,drain_stopped_by_limit_median,drain_stopped_by_limit_min,drain_stopped_by_limit_max,run_window_seconds_mean,run_window_seconds_std,run_window_seconds_median,run_window_seconds_min,run_window_seconds_max,diagnostic_cycle_guard_mean,diagnostic_cycle_guard_std,diagnostic_cycle_guard_median,diagnostic_cycle_guard_min,diagnostic_cycle_guard_max,cycle_repetition_limit_mean,cycle_repetition_limit_std,cycle_repetition_limit_median,cycle_repetition_limit_min,cycle_repetition_limit_max,engine_initialization_seconds_mean,engine_initialization_seconds_std,engine_initialization_seconds_median,engine_initialization_seconds_min,engine_initialization_seconds_max,simulation_runtime_seconds_mean,simulation_runtime_seconds_std,simulation_runtime_seconds_median,simulation_runtime_seconds_min,simulation_runtime_seconds_max,cycle_time_mean_s_ci95_half_width,waiting_time_mean_s_ci95_half_width,throughput_cases_per_hour_ci95_half_width,resource_occupation_mean_ci95_half_width,resource_fairness_gini_ci95_half_width,weighted_resource_fairness_ci95_half_width
ParkSong-Composite,2926.4,61.59788957423782,2960.0,2826,2969,76.0,0.0,76.0,76,76,76.0,0.0,76.0,76,76,75.6,0.8944271909999143,76.0,74,76,0.4,0.8944271909999159,0.0,0,2,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.4,0.8944271909999159,0.0,0,2,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,0.9947368421052631,0.011768778828946242,1.0,0.9736842105263158,1.0,2870.8,60.19302285149003,2904.0,2771,2913,116557.64364012696,44417.65095250617,96030.6564079079,88028.6492895263,194762.80962162165,57867.9571,4950.7611782842605,58420.2135,53161.635,64998.807,175217.14598829485,100743.81369907246,149056.92461169793,80667.77507004865,345226.98416013253,339977.43348,294102.4045255765,216711.9515,184344.631,865482.7604,390048.50876,302892.74396762537,239578.126,211182.9355,925145.3153,5107.558238067578,2754.7797573831367,4117.420019354839,3020.3300857152067,9939.844688950792,76.39939999999999,25.564023662170243,78.854,50.894,114.497,5066.243320000002,2254.410347249555,6051.064600000009,2376.3508,7636.715600000001,30150.713679999946,12441.08276264106,36519.30399999999,9415.2265999998,39192.614999999976,0.05163934426229504,0.0006109475348360402,0.0519125683060109,0.0505464480874316,0.0519125683060109,0.0017684978365073,0.00012811608070660248,0.0017278922275114,0.0016836698675438,0.0019928014433957,0.00109930768063138,0.0002399215875639965,0.0011671782027929,0.0008014924863387,0.0014103944672131,0.5335477311244567,0.04623805555532949,0.5273298316372454,0.4826553527419985,0.6090079987850318,0.00450991659348132,0.0003495635503248065,0.0044045112138103,0.0042210827734983,0.0050854739914407,149.0,0.0,149.0,149,149,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.2,0.4472135954999579,0.0,0,1,5270400.0,0.0,5270400.0,5270400.0,5270400.0,0.0,0.0,0.0,0,0,50.0,0.0,50.0,50,50,17.37150801680018,0.08414759562159344,17.345489125000313,17.273311583000577,17.489709917000255,15.395752166800047,4.688642842827381,16.956093208999846,9.42844737500036,20.489744542000153,38933.78767681953,2414.670921815236,0.0005355191256830882,0.00011229869606455846,0.04052944266469838,0.0003064059615051149
