decision_point_id,n_samples,accuracy,macro_f1,weighted_f1
2adc7eee0ae2a7d57e0ac8c44f9cd92294ff30fb349db98b90b0d4b071da770c,9441,0.9998940790170533,0.4999735183517822,0.9998411213305421
3ac609b51d357d8d7956a20f2c64f85c67875a41213315d65bcabce6534b66b4,3177,1.0,1.0,1.0
d4d1b4e4db8285026ac8d09a789297af04b551058c6ce54ba5c5f89e804e49e2,1170,0.6683760683760683,0.40307692307692305,0.5364067499452114
ea54a03ddb98229f44e66b947d886ed8bdc15fc037d279ae15975e25b6714433,6144,0.7540690104166666,0.5561094182893697,0.7510294163869277
f425e14def284db9d10b1e2e81b7d87b11e23229e14dbd5aacaad824a189a229,9453,1.0,1.0,1.0
