candidate_id,seed,phase,accuracy,macro_f1,weighted_f1,raw_accuracy,log_loss,brier,top2_accuracy,fallback_rate,raw_top_class_rejected_by_bpmn,inference_runtime_seconds,artifact_size_estimate_bytes,n_samples
rf_00_current,1,outer_heldout_current,0.8134422324315127,0.6625173888406606,0.8382194344243024,0.8134422324315127,0.3100029796631265,0.18458072901515446,0.999965969031819,0.0,0,0.11995745799868018,1351639,29385
rf_27,1,outer_heldout_once,0.935341160456015,0.7072685922731817,0.9358073315573657,0.935341160456015,0.15440796935544351,0.09772935941701376,0.999965969031819,0.0,0,0.13805924999905983,33086179,29385
