candidate_id,mean_macro_f1,std_macro_f1,macro_f1_ci95_low,macro_f1_ci95_high,mean_weighted_f1,mean_accuracy,mean_log_loss,mean_brier,mean_top2_accuracy,mean_inference_runtime_seconds,mean_artifact_size_estimate_bytes,mean_fallback_rate
rf_27,0.8416423822000185,0.0011957155106174977,0.840157705298391,0.8431270591016461,0.9424057102983008,0.9390985226310342,0.14920146376353344,0.09624363938336353,1.0,0.07866961640029331,29552805.4,0.0
rf_12,0.8391616637960322,0.0014398324748756623,0.8373738756485345,0.8409494519435299,0.9305598262994927,0.918471817069728,0.16538716648507618,0.1119909004168745,1.0,0.07869568340029218,12883836.4,0.0
rf_18,0.8381366381892761,0.0013255728781146022,0.8364907220695258,0.8397825543090264,0.9254580419581206,0.9104921426555002,0.17251754753491827,0.1170972413757562,1.0,0.08000853299963637,12566249.8,0.0
rf_00,0.7779511697281652,5.085947154941269e-06,0.7779448546906862,0.7779574847656443,0.8440191099017019,0.8179354474451868,0.29047314677880376,0.1731400136109945,1.0,0.05196000020041538,1347232.0,0.0
