cases_admitted,cases_observed,cases_completed,cases_incomplete,cases_deadlocked,cases_cyclic,cases_censored,completion_rate,active_cases_remaining,waiting_queue_remaining,strategy,seed
76,76,74,2,0,0,2,0.9736842105263158,0,0,ParkSong-Composite,5
