Method,Fixed-route completion,Mean cycle time,Mean waiting time,Horizon-normalized throughput,Horizon-normalized occupation,Fairness,Weighted fairness
Batch,1.0,7540.7247711504615,0.0,2.9090909090909087,0.1710825698942436,0.33501033007404585,0.29152095729980093
Kunkler-Rinderle-Ma,1.0,7405.3815432539095,0.802317518627451,2.9090909090909087,0.16464109691157602,0.360065871777779,0.288444224760936
ParkSong-Composite,0.990990990990991,7396.99938569604,0.0,2.878787878787879,0.1558215022577697,0.3442947354426222,0.28498518961067837
RoundRobin,0.990990990990991,7499.343034355045,0.0,2.878787878787879,0.07955474806397304,0.36444275827877415,0.09810445977254144
ShortestQueue,0.990990990990991,7498.758688058748,0.0,2.878787878787879,0.07750572050364757,0.3688004045220287,0.11155234645327443
