Method,Mean cycle time,Mean waiting time,Throughput,Utilization,Fairness,Weighted fairness,Completion rate
ParkSong-Composite,104768.64970246583,3386.6328631486263,0.05177595628415298,0.0017993681880832401,0.5001215595588451,0.00420827952220884,0.9973684210526315
