rule_count,n_samples,covered_samples,rule_coverage,rule_only_accuracy,fallback_accuracy,total_accuracy,applied_rule_counts
9,29385,2890,0.09834949804321932,0.9207612456747405,0.7954708435553878,0.8077930917134593,"{'f425e14def_case:ApplicationType_==_Limit_raise_A_Concept': 864, 'ea54a03ddb_case:LoanGoal_==_Home_improvement_A_Concept': 1621, 'ea54a03ddb_case:LoanGoal_==_Remaining_debt_home_A_Concept': 168, 'f425e14def_org:resource_==_User_10_A_Concept': 101, 'ea54a03ddb_case:LoanGoal_==_Caravan___Camper_A_Concept': 69, 'd4d1b4e4db_org:resource_==_User_5_A_Cancelled': 33, 'd4d1b4e4db_org:resource_==_User_12_A_Cancelled': 34}"
