missing_rate,n_samples,sampling_rate,mode_fill_rate,no_sampling_accuracy,sampled_accuracy,mode_accuracy,delta_accuracy_sampled_vs_none,delta_accuracy_sampled_vs_mode,no_sampling_macro_f1,sampled_macro_f1,mode_macro_f1,delta_macro_f1_sampled_vs_none
0.1,29385,0.09939959648994871,0.09939959648994871,0.8237876467585503,0.8036753445635528,0.7990471328909308,-0.02011230219499749,0.004628211672622062,0.6686387918354132,0.6541313736923167,0.6499612379169717,-0.014507418143096529
0.3,29385,0.2998565837769513,0.2998565837769513,0.8201123021949974,0.7816913391185979,0.7692700357325166,-0.03842096307639953,0.012421303386081273,0.664098873157552,0.6362041709825074,0.6232471770730307,-0.02789470217504464
0.5,29385,0.4997399061717592,0.4997399061717592,0.8018036413135954,0.7542964097328569,0.7413986727922409,-0.04750723158073844,0.012897736940616022,0.6448892659507502,0.6146113713747307,0.5962313142953478,-0.030277894576019593
